City	Country	Latitude	Longitude	Year	population
Antananarivo	Madagascar	-18.9	47.52	2020	2230001.41923
Johore Bharu	Malaysia	1.5	103.76	2020	1180001.31742
Klang	Malaysia	3.03	101.45	2020	1360001.20466
Kuala Lumpur	Malaysia	3.14	101.7	2020	1670001.88165
Bamako	Mali	12.65	-7.98	2020	2130001.16192
Aguascalientes	Mexico	21.88	-102.29	2020	1000001.54639
Chihuahua	Mexico	28.63	-106.07	2020	900001.475141
Ciudad de México	Mexico	19.42	-99.12	2020	20190001.9113
Ciudad Juárez	Mexico	31.73	-106.48	2020	1480001.93347
Culiacán	Mexico	24.8	-107.38	2020	890001.051118
Guadalajara	Mexico	20.67	-103.34	2020	4670001.90484
León de los Aldamas	Mexico	21.11	-101.68	2020	1680001.41159
Mérida	Mexico	20.97	-89.62	2020	1090001.29719
Mexicali	Mexico	32.65	-115.46	2020	1000001.53279
Monterrey	Mexico	25.67	-100.31	2020	4140001.73131
Puebla	Mexico	19.04	-98.19	2020	2470001.56726
Querétaro	Mexico	20.58	-100.38	2020	1120001.05621
Saltillo	Mexico	25.41	-100.99	2020	860001.041567
San Luis Potosí	Mexico	22.15	-100.97	2020	1130001.46523
Tijuana	Mexico	32.52	-117.03	2020	1800001.91949
Toluca de Lerdo	Mexico	19.28	-99.66	2020	1670001.66861
Torreón	Mexico	25.55	-103.76	2020	1280001.00234
Ulaanbaatar	Mongolia	47.92	106.91	2020	980001.720743
Chittagong	Bangladesh	22.32	91.82	2020	5810001.23486
Dhaka	Bangladesh	23.7	90.4	2020	17020001.5727
Khulna	Bangladesh	22.84	89.55	2020	1980001.39458
Rajshahi	Bangladesh	24.35	88.63	2020	1040001.609
Dar-el-Beida	Morocco	33.6	-7.63	2020	3480001.33429
Fès	Morocco	34.04	-4.99	2020	1150001.46506
Marrakech	Morocco	31.63	-8.01	2020	1000001.18286
Rabat	Morocco	34.01	-6.83	2020	1940001.9229
Maputo	Mozambique	-25.96	32.57	2020	1920001.15302
Yerevan	Armenia	40.2	44.53	2020	1100001.36842
Kathmandu	Nepal	27.71	85.31	2020	1280001.72565
Amsterdam	Netherlands	52.37	4.89	2020	1060001.16723
Rotterdam	Netherlands	51.92	4.48	2020	1030001.12925
Auckland	New Zealand	-36.9	174.76	2020	1400001.93835
Managua	Nicaragua	12.15	-86.27	2020	1020001.31419
Antwerpen	Belgium	51.2	4.42	2020	920001.308469
Bruxelles-Brussel	Belgium	50.83	4.36	2020	1740001.29415
Niamey	Niger	13.51	2.12	2020	1260001.57236
Abuja	Nigeria	9.05	7.25	2020	2560001.826
Benin City	Nigeria	6.33	5.62	2020	1520001.08468
Ibadan	Nigeria	7.37	3.89	2020	3270001.25085
Ilorin	Nigeria	8.49	4.54	2020	970001.298
Kaduna	Nigeria	10.51	7.44	2020	1810001.97792
Kano	Nigeria	11.99	8.49	2020	3910001.36778
Lagos	Nigeria	6.45	3.3	2020	12400001.1907
Maiduguri	Nigeria	11.85	13.16	2020	1120001.05495
Ogbomosho	Nigeria	8.13	4.25	2020	1200001.39769
Port Harcourt	Nigeria	4.78	7.0	2020	1280001.09269
Zaria	Nigeria	11.06	7.7	2020	1120001.74718
Oslo	Norway	59.93	10.71	2020	880001.527723
Faisalabad	Pakistan	31.4	73.08	2020	3260001.96582
Gujranwala	Pakistan	32.15	74.18	2020	1900001.48703
Hyderabad	Pakistan	25.38	68.36	2020	1830001.12341
Islamabad	Pakistan	33.71	73.06	2020	990001.402681
Karachi	Pakistan	24.89	67.02	2020	14860001.5761
Lahore	Pakistan	31.54	74.34	2020	8110001.6364
Multan	Pakistan	30.2	71.41	2020	1910001.40269
Peshawar	Pakistan	34.0	71.54	2020	1640001.59714
Quetta	Pakistan	30.2	67.01	2020	970001.193692
Rawalpindi	Pakistan	33.6	73.04	2020	2320001.93376
Ciudad de Panamá (Panama City)	Panama	9.0	-79.51	2020	1530001.96898
Asunción	Paraguay	-25.3	-57.62	2020	2280001.30248
Arequipa	Peru	-16.39	-71.52	2020	930001.333944
Lima	Peru	-12.08	-77.04	2020	8860001.75568
Cebu	Philippines	10.42	123.79	2020	960001.903301
Davao	Philippines	7.08	125.61	2020	1730001.18961
Manila	Philippines	14.61	120.96	2020	12790001.9065
Zamboanga	Philippines	6.9	122.06	2020	990001.056128
Kraków	Poland	50.06	19.94	2020	760001.262538
Lódz	Poland	51.77	19.47	2020	740001.476998
Warszawa	Poland	52.24	21.01	2020	1740001.25651
Lisboa	Portugal	38.72	-9.12	2020	3000001.67518
Porto	Portugal	41.16	-8.58	2020	1440001.64849
San Juan	Puerto Rico	18.8	-71.22	2020	2800001.64516
Bucuresti	Romania	44.43	26.12	2020	1950001.4869
Chelyabinsk	Russian Federation	55.14	61.39	2020	1090001.01021
Kazan	Russian Federation	55.73	49.14	2020	1120001.1428
Krasnoyarsk	Russian Federation	56.01	92.83	2020	930001.225622
Moskva	Russian Federation	55.74	37.7	2020	10520001.871
Nizhniy Novgorod	Russian Federation	58.54	31.27	2020	1260001.25877
Novosibirsk	Russian Federation	55.03	82.94	2020	1370001.09275
Omsk	Russian Federation	55.06	73.25	2020	1120001.61919
Perm	Russian Federation	58.0	56.23	2020	1010001.93311
Rostov-na-Donu	Russian Federation	47.23	39.68	2020	1040001.99591
Samara	Russian Federation	53.23	50.16	2020	1120001.73512
Sankt Peterburg	Russian Federation	59.91	30.24	2020	4480001.38631
Saratov	Russian Federation	51.49	45.95	2020	820001.323508
Ufa	Russian Federation	54.82	56.09	2020	990001.813635
Volgograd	Russian Federation	48.7	44.48	2020	970001.131145
Voronezh	Russian Federation	51.71	39.26	2020	840001.054249
Yekaterinburg	Russian Federation	56.83	60.58	2020	1320001.03496
Kigali	Rwanda	-1.95	30.05	2020	1150001.26416
La Paz	Bolivia	-16.5	-68.15	2020	1860001.31586
Santa Cruz	Bolivia	-17.78	-63.19	2020	1720001.13204
Ad-Dammam	Saudi Arabia	26.33	50.08	2020	1020001.91286
Al-Madinah	Saudi Arabia	24.42	39.69	2020	1240001.60402
Ar-Riyadh	Saudi Arabia	24.65	46.77	2020	5400001.90122
Jiddah	Saudi Arabia	21.54	39.17	2020	3590001.37613
Makkah	Saudi Arabia	21.42	39.81	2020	1650001.91222
Dakar	Senegal	14.68	-17.45	2020	3280001.73759
Beograd	Serbia	44.79	20.41	2020	1110001.84916
Freetown	Sierra Leone	8.48	-13.23	2020	1030001.73525
Singapore	Singapore	1.26	103.83	2020	4810001.83815
Hà Noi	Viet Nam	21.03	105.82	2020	5360001.20867
Hai Phòng	Viet Nam	20.86	106.67	2020	2430001.89875
Thành Pho Ho Chí Minh	Viet Nam	10.75	106.66	2020	6480001.09523
Muqdisho	Somalia	2.04	45.34	2020	1790001.76845
Cape Town	South Africa	-33.97	18.48	2020	3500001.33942
Durban	South Africa	-29.83	30.94	2020	2960001.19619
Ekurhuleni	South Africa	-26.17	28.22	2020	3310001.87868
Johannesburg	South Africa	-26.17	28.0	2020	3780001.40288
Port Elizabeth	South Africa	-33.88	25.48	2020	1100001.63053
Pretoria	South Africa	-25.73	28.21	2020	1480001.27807
Vereeniging	South Africa	-26.67	27.93	2020	1180001.59824
Harare	Zimbabwe	-17.82	31.02	2020	1840001.79215
Barcelona	Spain	41.38	2.18	2020	5170001.18
Madrid	Spain	40.44	-3.69	2020	5920001.0288
Valencia	Spain	39.47	-0.36	2020	830001.330684
Al-Khartum	Sudan	15.55	32.52	2020	6080001.39689
Stockholm	Sweden	59.33	17.99	2020	1310001.52062
Zürich	Switzerland	47.4	8.53	2020	1130001.41943
Baixada Santista	Brazil	-23.95	-46.36	2020	1940001.56616
Belém	Brazil	-1.43	-48.49	2020	2520001.90036
Belo Horizonte	Brazil	-19.85	-43.9	2020	6360001.0155
Brasília	Brazil	-15.79	-47.89	2020	4280001.97454
Campinas	Brazil	-22.9	-47.05	2020	3240001.35948
Campo Grande	Brazil	-20.45	-54.61	2020	900001.59394
Cuiabá	Brazil	-15.61	-56.09	2020	920001.541647
Curitiba	Brazil	-25.43	-49.28	2020	3580001.26868
Florianópolis	Brazil	-27.57	-48.61	2020	1260001.99571
Fortaleza	Brazil	-3.78	-38.58	2020	3850001.99354
Goiânia	Brazil	-16.72	-49.25	2020	2370001.32473
Grande São Luís	Brazil	-2.51	-44.3	2020	1190001.23586
Grande Vitória	Brazil	-20.3	-40.35	2020	1980001.60705
João Pessoa	Brazil	-7.12	-34.86	2020	1090001.44166
Maceió	Brazil	-9.67	-35.74	2020	1390001.64416
Manaus	Brazil	-3.12	-60.01	2020	2060001.98739
Natal	Brazil	-5.8	-35.21	2020	1250001.63616
Norte/Nordeste Catarinense	Brazil	-26.32	-48.84	2020	1150001.21223
Pôrto Alegre	Brazil	-30.04	-51.2	2020	4340001.24895
Recife	Brazil	-8.08	-34.91	2020	4070001.31908
Rio de Janeiro	Brazil	-22.72	-43.45	2020	12780001.1126
Salvador	Brazil	-12.99	-38.48	2020	3950001.28872
São Paulo	Brazil	-23.58	-46.62	2020	20540001.6374
Teresina	Brazil	-5.1	-42.8	2020	1030001.21414
Dimashq	Syrian Arab Republic	33.49	36.29	2020	2980001.26679
Halab	Syrian Arab Republic	36.21	37.15	2020	3310001.05146
Hims	Syrian Arab Republic	34.73	36.71	2020	1230001.17724
Krung Thep	Thailand	13.75	100.51	2020	7330001.29387
Lomé	Togo	6.1	1.2	2020	2040001.63142
Dubayy	United Arab Emirates	25.27	55.32	2020	1710001.614
Adana	Turkey	37.0	35.32	2020	1470001.28802
Ankara	Turkey	39.92	32.85	2020	4180001.96114
Antalya	Turkey	36.89	30.7	2020	910001.263874
Bursa	Turkey	40.19	29.07	2020	1710001.6558
Gaziantep	Turkey	37.04	37.3	2020	1200001.53726
Istanbul	Turkey	41.06	29.0	2020	11180001.069
Izmir	Turkey	38.43	27.14	2020	2920001.09164
Konya	Turkey	37.87	32.48	2020	1060001.87671
Kampala	Uganda	0.32	32.57	2020	1980001.41129
Dnipropetrovs'k	Ukraine	48.42	35.13	2020	1040001.33609
Donets'k	Ukraine	48.04	37.73	2020	970001.619061
Kharkiv	Ukraine	49.98	36.2	2020	1460001.86118
Kyiv	Ukraine	50.44	30.5	2020	2770001.50447
Odesa	Ukraine	46.46	30.73	2020	970001.165258
Zaporizhzhya	Ukraine	47.85	35.15	2020	770001.745514
Al-Iskandariyah	Egypt	31.2	29.9	2020	4820001.11243
Al-Qahirah	Egypt	30.07	31.25	2020	13460001.5766
Birmingham	United Kingdom	52.49	-1.86	2020	2300001.3751
Glasgow	United Kingdom	55.86	-4.26	2020	1180001.40108
Liverpool	United Kingdom	53.42	-2.97	2020	820001.445021
London	United Kingdom	51.48	-0.17	2020	8620001.34074
Manchester	United Kingdom	53.47	-2.26	2020	2250001.71703
Newcastle upon Tyne	United Kingdom	54.96	-1.6	2020	900001.824455
West Yorkshire	United Kingdom	53.79	-1.54	2020	1550001.08933
Dar es Salaam	United Republic of Tanzania	-6.81	39.25	2020	4020001.02374
Atlanta	United States of America	33.79	-84.34	2020	4890001.8706
Austin	United States of America	30.27	-97.73	2020	1280001.95782
Baltimore	United States of America	39.32	-76.61	2020	2420001.06991
Boston	United States of America	42.37	-71.1	2020	4770001.86655
Bridgeport-Stamford	United States of America	41.18	-73.19	2020	1110001.63971
Buffalo	United States of America	42.89	-78.84	2020	1100001.52447
Charlotte	United States of America	35.2	-80.83	2020	1100001.71403
Chicago	United States of America	41.82	-87.64	2020	9520001.36484
Cincinnati	United States of America	39.14	-84.47	2020	1760001.99035
Cleveland	United States of America	41.39	-81.72	2020	2030001.18046
Columbus, Ohio	United States of America	40.04	-82.99	2020	1380001.50311
Dallas-Fort Worth	United States of America	32.76	-96.66	2020	5150001.73885
Dayton	United States of America	39.75	-84.19	2020	840001.071829
Denver-Aurora	United States of America	39.57	-105.07	2020	2500001.06691
Detroit	United States of America	42.39	-83.07	2020	4360001.46371
El Paso	United States of America	31.77	-106.45	2020	820001.399044
Hartford	United States of America	41.76	-72.7	2020	990001.987384
Honolulu	United States of America	21.32	-157.86	2020	850001.062832
Houston	United States of America	29.77	-95.4	2020	4790001.09378
Indianapolis	United States of America	39.81	-86.13	2020	1560001.47989
Jacksonville, Florida	United States of America	30.33	-81.65	2020	1070001.2452
Kansas City	United States of America	38.99	-94.62	2020	1580001.17508
Las Vegas	United States of America	36.17	-115.13	2020	2010001.45722
Los Angeles-Long Beach-Santa Ana	United States of America	34.0	-118.25	2020	13160001.1638
Louisville	United States of America	38.25	-85.76	2020	1030001.48249
Memphis	United States of America	35.11	-90.0	2020	1170001.09851
Miami	United States of America	25.83	-80.27	2020	5970001.15833
Milwaukee	United States of America	43.06	-87.99	2020	1500001.6113
Minneapolis-St. Paul	United States of America	44.92	-93.3	2020	2810001.85984
Nashville-Davidson	United States of America	36.14	-86.81	2020	960001.531486
New Orleans	United States of America	29.95	-90.09	2020	980001.14434
New York-Newark	United States of America	40.7	-73.9	2020	19970001.815
Oklahoma City	United States of America	35.48	-97.53	2020	850001.021297
Orlando	United States of America	28.54	-81.37	2020	1470001.23942
Philadelphia	United States of America	39.92	-75.21	2020	5840001.62131
Phoenix-Mesa	United States of America	33.5	-112.11	2020	3840001.25645
Pittsburgh	United States of America	40.49	-79.99	2020	1970001.00839
Portland	United States of America	45.44	-122.64	2020	2040001.60083
Providence	United States of America	41.81	-71.42	2020	1380001.63645
Richmond	United States of America	37.56	-77.47	2020	990001.675002
Riverside-San Bernardino	United States of America	34.12	-117.29	2020	1890001.45753
Rochester	United States of America	43.21	-77.63	2020	820001.160247
Sacramento	United States of America	38.56	-121.42	2020	1740001.15297
Salt Lake City	United States of America	40.69	-111.89	2020	1050001.72093
San Antonio	United States of America	29.42	-98.52	2020	1590001.51605
San Diego	United States of America	32.76	-117.12	2020	3130001.39081
San Francisco-Oakland	United States of America	37.79	-122.38	2020	3680001.65785
San Jose	United States of America	37.3	-121.84	2020	1800001.89577
Seattle	United States of America	47.58	-122.31	2020	3300001.14663
St. Louis	United States of America	38.63	-90.34	2020	2360001.44236
Tampa-St. Petersburg	United States of America	27.99	-82.59	2020	2490001.7922
Tucson	United States of America	32.22	-110.92	2020	900001.389291
Virginia Beach	United States of America	36.83	-76.08	2020	1610001.22513
Washington, D.C.	United States of America	38.89	-76.95	2020	4640001.4056
Ouagadougou	Burkina Faso	12.48	-1.67	2020	1680001.43885
Montevideo	Uruguay	-34.92	-56.16	2020	1510001.02871
Tashkent	Uzbekistan	41.24	69.34	2020	2420001.64896
Barquisimeto	Venezuela (Bolivarian Republic of)	10.06	-69.33	2020	1280001.29893
Caracas	Venezuela (Bolivarian Republic of)	10.49	-66.89	2020	3310001.16488
Maracaibo	Venezuela (Bolivarian Republic of)	10.64	-71.63	2020	2370001.50978
Maracay	Venezuela (Bolivarian Republic of)	10.24	-67.59	2020	1140001.69763
Valencia	Venezuela (Bolivarian Republic of)	10.17	-68.0	2020	2060001.58646
Al-Hudaydah	Yemen	14.79	42.94	2020	1230001.50412
Sana'a'	Yemen	15.36	44.2	2020	2960001.22895
Ta'izz	Yemen	13.57	44.01	2020	1160001.44882
Lusaka	Zambia	-15.42	28.17	2020	1590001.01921
Sofia	Bulgaria	42.7	23.33	2025	1240001.22973
Mandalay	Myanmar	21.97	96.08	2025	1310001.01222
Nay Pyi Taw	Myanmar	19.75	96.1	2025	1320001.58717
Yangon	Myanmar	16.87	96.12	2025	5360001.77403
Minsk	Belarus	53.89	27.57	2025	1880001.3845
Phnum Pénh	Cambodia	11.56	104.91	2025	2460001.27032
El Djazaïr	Algeria	36.78	3.05	2025	4240001.47253
Wahran	Algeria	35.74	-0.52	2025	1030001.95536
Douala	Cameroon	4.13	9.7	2025	2720001.0948
Yaoundé	Cameroon	3.86	11.51	2025	2310001.73399
Calgary	Canada	51.03	-114.04	2025	1300001.20014
Edmonton	Canada	53.55	-113.5	2025	1220001.93059
Montréal	Canada	45.54	-73.65	2025	4010001.97932
Ottawa-Gatineau	Canada	45.37	-75.65	2025	1270001.22724
Toronto	Canada	43.72	-79.41	2025	5830001.24097
Vancouver	Canada	49.27	-122.96	2025	2380001.43765
N'Djaména	Chad	12.1	15.24	2025	1750001.92067
Santiago	Chile	-33.43	-70.65	2025	6220001.10895
Valparaíso	Chile	-33.02	-71.55	2025	960001.853275
Anshan, Liaoning	China	41.11	122.97	2025	2030001.84738
Anshun	China	26.25	105.93	2025	1080001.09127
Anyang	China	36.1	114.33	2025	1160001.5583
Baoding	China	38.85	115.48	2025	1480001.22834
Baotou	China	40.65	109.8	2025	2690001.13588
Beijing	China	39.9	116.38	2025	13810001.5433
Bengbu	China	32.93	117.35	2025	1140001.67516
Benxi	China	41.3	123.77	2025	1250001.03682
Changchun	China	43.88	125.31	2025	4080001.67832
Changde	China	29.03	111.68	2025	1850001.2416
Changsha, Hunan	China	28.09	113.0	2025	3440001.6768
Changzhou, Jiangsu	China	31.78	119.97	2025	1770001.88912
Chengdu	China	30.67	104.07	2025	5010001.16649
Chifeng	China	42.27	118.95	2025	1620001.74657
Chongqing	China	29.54	106.52	2025	7820001.68496
Dalian	China	39.03	121.59	2025	3970001.92268
Dandong	China	40.11	124.38	2025	1120001.99453
Daqing	China	46.58	125.0	2025	2250001.02527
Datong, Shanxi	China	40.06	113.28	2025	2490001.09104
Dongguan, Guangdong	China	23.03	113.71	2025	5810001.33521
Foshan	China	23.03	113.71	2025	1260001.67704
Fushun, Liaoning	China	41.85	123.9	2025	1800001.44833
Fuxin	China	42.01	121.65	2025	1040001.65682
Fuyang	China	30.05	119.94	2025	1040001.90071
Fuzhou, Fujian	China	26.07	119.3	2025	3440001.44108
Guangzhou, Guangdong	China	23.09	113.29	2025	11220001.8499
Guilin	China	25.27	110.29	2025	1320001.34973
Guiyang	China	26.57	106.7	2025	4820001.83634
Haerbin	China	45.75	126.62	2025	4420001.94683
Handan	China	36.6	114.48	2025	2170001.96128
Hangzhou	China	30.25	120.16	2025	3970001.19929
Hefei	China	31.86	117.27	2025	2700001.66256
Hengyang	China	26.9	112.6	2025	1320001.06415
Heze	China	35.23	115.43	2025	1660001.00294
Hohhot	China	40.81	111.64	2025	2300001.38957
Huai'an	China	33.5	119.13	2025	1570001.45654
Huaibei	China	34.15	116.65	2025	1230001.95384
Huainan	China	32.61	116.98	2025	1810001.85556
Huzhou	China	30.86	120.1	2025	1540001.08254
Jiamusi	China	46.83	130.35	2025	1340001.97043
Jiaozuo	China	35.24	113.22	2025	1120001.07919
Jiaxing	China	30.76	120.75	2025	1270001.03846
Jilin	China	43.85	126.56	2025	3170001.3065
Jinan, Shandong	China	36.65	116.96	2025	3450001.37296
Jining, Shandong	China	35.4	116.56	2025	1520001.854
Jinxi, Liaoning	China	41.11	122.05	2025	3250001.15855
Jinzhou	China	41.1	121.13	2025	1220001.33732
Jixi, Heilongjiang	China	45.3	130.96	2025	1210001.04185
Kaifeng	China	34.79	114.34	2025	1110001.55815
Kaohsiung	China	22.6	120.28	2025	1900001.54254
Kunming	China	25.05	102.7	2025	3690001.70776
Langfang	China	39.51	116.7	2025	1050001.37803
Lanzhou	China	36.11	103.59	2025	3390001.07155
Leshan	China	29.58	103.75	2025	1430001.77912
Lianyungang	China	41.26	119.16	2025	1060001.43218
Liaoyang	China	41.26	123.17	2025	1010001.8365
Linfen	China	36.08	111.51	2025	1090001.71848
Linyi, Shandong	China	35.05	118.31	2025	2590001.04565
Liuan	China	31.73	116.46	2025	2120001.62194
Liupanshui	China	26.59	104.83	2025	1630001.61875
Liuzhou	China	24.31	109.38	2025	2000001.70622
Luoyang	China	34.67	112.36	2025	2210001.91201
Luzhou	China	28.88	105.43	2025	2050001.89475
Mianyang, Sichuan	China	31.46	104.75	2025	1840001.2584
Mudanjiang	China	44.58	129.59	2025	1660001.86179
Nanchang	China	28.67	115.88	2025	3170001.51368
Nanchong	China	28.68	115.88	2025	2880001.92016
Nanjing, Jiangsu	China	32.04	118.76	2025	4490001.38415
Nanning	China	22.83	108.29	2025	2870001.59212
Nantong	China	32.0	120.83	2025	1270001.16637
Nanyang, Henan	China	33.0	112.53	2025	2580001.94468
Neijiang	China	29.58	105.06	2025	1820001.82021
Ningbo	China	29.86	121.55	2025	2550001.84521
Pingdingshan, Henan	China	33.73	113.3	2025	1010001.61299
Pingxiang, Jiangxi	China	27.63	113.85	2025	1290001.20065
Qingdao	China	36.14	120.43	2025	3520001.2808
Qinhuangdao	China	39.93	119.6	2025	1340001.37847
Qiqihaer	China	47.34	123.96	2025	2040001.4319
Quanzhou	China	24.91	118.58	2025	1950001.36016
Shanghai	China	31.24	121.47	2025	18470001.0734
Shangqiu	China	34.41	115.63	2025	2330001.40496
Shantou	China	23.36	116.7	2025	2160001.07397
Shaoxing	China	30.0	120.58	2025	1040001.74419
Shenyang	China	41.8	123.38	2025	5810001.24307
Shenzhen	China	22.55	114.1	2025	9650001.03023
Shijiazhuang	China	38.07	114.55	2025	3200001.10536
Suining, Sichuan	China	30.51	105.56	2025	1770001.57195
Suzhou, Anhui	China	33.61	117.0	2025	2610001.45851
Suzhou, Jiangsu	China	31.3	120.6	2025	2200001.89599
Taian, Shandong	China	36.16	117.11	2025	2020001.87213
Taichung	China	24.14	120.67	2025	1400001.92637
Tainan	China	23.01	120.2	2025	950001.144511
Taipei	China	25.03	121.5	2025	3100001.41066
Taiyuan, Shanxi	China	37.89	112.55	2025	3720001.52827
Tangshan, Hebei	China	39.61	118.18	2025	2370001.21617
Tianjin	China	39.12	117.18	2025	8740001.55858
Tianmen	China	30.41	112.85	2025	2120001.75323
Tianshui	China	34.58	105.73	2025	1530001.5127
Tongliao	China	43.61	122.26	2025	1130001.38648
Ürümqi (Wulumqi)	China	43.78	87.58	2025	2850001.40992
Weifang	China	36.71	119.1	2025	1980001.62285
Wenzhou	China	27.99	120.65	2025	3110001.22905
Wuhan	China	30.57	114.27	2025	8840001.18034
Wuhu, Anhui	China	31.33	118.35	2025	1060001.12023
Wuxi, Jiangsu	China	33.0	120.0	2025	2330001.6242
Xiamen	China	24.46	118.07	2025	3330001.03518
Xi'an, Shaanxi	China	34.26	108.9	2025	4930001.75758
Xiangfan, Hubei	China	30.4	114.88	2025	1430001.19123
Xiantao	China	30.38	113.4	2025	1930001.26684
Xianyang, Shaanxi	China	34.35	108.71	2025	1480001.71328
Xingyi, Guizhou	China	24.53	104.31	2025	1060001.32399
Xining	China	36.64	101.76	2025	1400001.9206
Xinxiang	China	35.3	113.86	2025	1180001.59329
Xinyang	China	32.13	114.05	2025	2050001.9575
Xinyu	China	27.79	114.92	2025	1200001.50481
Xuanzhou	China	27.09	112.71	2025	1080001.24694
Xuzhou	China	34.26	117.16	2025	2790001.73121
Yancheng, Jiangsu	China	33.38	120.11	2025	1130001.55947
Yantai	China	37.45	121.44	2025	2800001.35451
Yibin	China	28.76	104.61	2025	1160001.54367
Yichang	China	30.7	111.28	2025	1170001.92311
Yichun, Heilongjiang	China	47.73	128.9	2025	930001.223357
Yichun, Jiangxi	China	27.8	114.38	2025	1230001.46097
Yinchuan	China	38.46	106.26	2025	1330001.79402
Yingkou	China	40.66	122.23	2025	1030001.2177
Yiyang, Hunan	China	28.58	112.33	2025	1710001.11639
Yongzhou	China	26.21	111.61	2025	1230001.6015
Yuci	China	37.68	112.73	2025	1140001.31929
Yueyang	China	29.36	113.1	2025	960001.643191
Yulin, Guangxi	China	22.63	110.15	2025	1510001.68786
Zaozhuang	China	34.86	117.55	2025	2670001.47669
Zhangjiakou	China	40.81	114.88	2025	1360001.42478
Zhanjiang	China	21.2	110.4	2025	2080001.17899
Zhaotong	China	27.31	103.71	2025	1040001.92587
Zhengzhou	China	34.75	113.64	2025	3240001.55711
Zhenjiang, Jiangsu	China	32.2	119.41	2025	1150001.64113
Zhuhai	China	22.27	113.56	2025	1370001.52292
Zhuzhou	China	27.85	113.13	2025	1440001.76607
Zibo	China	36.78	118.05	2025	3810001.13637
Zigong	China	29.4	104.78	2025	1380001.42281
Zunyi	China	27.68	106.9	2025	1140001.58566
Barranquilla	Colombia	10.98	-74.8	2025	2160001.28299
Bogotá	Colombia	4.63	-74.08	2025	9300001.34688
Bucaramanga	Colombia	7.11	-73.11	2025	1220001.03332
Cali	Colombia	3.45	-76.52	2025	2680001.97098
Cartagena	Colombia	10.41	-75.53	2025	1090001.39826
Medellín	Colombia	6.24	-75.59	2025	3980001.53104
Brazzaville	Congo	-4.28	15.28	2025	1940001.43476
Kananga	Democratic Republic of the Congo	-5.89	22.4	2025	1380001.3918
Kinshasa	Democratic Republic of the Congo	-4.32	15.29	2025	13880001.4588
Lubumbashi	Democratic Republic of the Congo	-11.68	27.54	2025	2410001.78456
Mbuji-Mayi	Democratic Republic of the Congo	-6.14	23.66	2025	2330001.35241
San José	Costa Rica	9.93	-84.07	2025	1630001.60095
La Habana	Cuba	23.04	-82.41	2025	2150001.7038
Praha	Czech Republic	50.1	14.45	2025	1160001.63065
Cotonou	Benin	6.35	2.43	2025	1200001.30469
København	Denmark	55.71	12.54	2025	1100001.30426
Santo Domingo	Dominican Republic	18.48	-69.89	2025	2720001.22271
Guayaquil	Ecuador	-2.2	-79.9	2025	3150001.47935
Quito	Ecuador	-0.22	-78.52	2025	2190001.85254
San Salvador	El Salvador	13.7	-89.2	2025	1780001.96652
Addis Ababa	Ethiopia	9.02	38.7	2025	5080001.6623
Huambo	Angola	-12.76	15.73	2025	1570001.42669
Luanda	Angola	-8.81	13.23	2025	7150001.98758
Helsinki	Finland	60.19	24.97	2025	1200001.86512
Bordeaux	France	44.84	-0.59	2025	850001.406815
Lille	France	50.63	3.06	2025	1100001.06954
Lyon	France	45.74	4.85	2025	1500001.40545
Marseille-Aix-en-Provence	France	43.28	5.38	2025	1470001.62828
Nice-Cannes	France	43.55	7.01	2025	980001.223991
Paris	France	48.88	2.43	2025	10030001.3444
Toulouse	France	43.59	1.43	2025	900001.432586
Tbilisi	Georgia	41.72	44.78	2025	1110001.52237
Berlin	Germany	52.51	13.32	2025	3440001.88967
Hamburg	Germany	53.57	10.02	2025	1790001.00064
Köln	Germany	50.94	6.93	2025	1060001.59573
München	Germany	48.14	11.54	2025	1320001.35645
Accra	Ghana	5.55	-0.2	2025	3040001.41212
Kumasi	Ghana	6.68	-1.62	2025	2390001.90332
Athínai	Greece	37.94	23.65	2025	3300001.33234
Thessaloniki	Greece	40.62	22.79	2025	860001.991422
Baku	Azerbaijan	40.32	49.81	2025	2100001.09108
Buenos Aires	Argentina	-34.62	-58.44	2025	13650001.5523
Córdoba	Argentina	-31.31	-64.17	2025	1610001.56455
Mendoza	Argentina	-32.89	-68.83	2025	990001.634881
Rosario	Argentina	-32.93	-60.66	2025	1330001.1504
San Miguel de Tucumán	Argentina	-26.82	-65.21	2025	900001.059096
Ciudad de Guatemala (Guatemala City)	Guatemala	14.61	-90.52	2025	1480001.35782
Conakry	Guinea	9.54	-13.67	2025	2390001.79408
Port-au-Prince	Haiti	18.52	-72.34	2025	3010001.17003
Tegucigalpa	Honduras	14.09	-87.2	2025	1320001.29774
Hong Kong	China, Hong Kong Special Administrative Region	22.27	114.17	2025	8040001.65893
Budapest	Hungary	47.51	19.09	2025	1660001.66978
Agra	India	27.18	78.02	2025	2120001.43128
Ahmadabad	India	23.03	72.56	2025	6990001.29638
Aligarh	India	27.88	78.08	2025	1080001.94041
Allahabad	India	25.45	81.85	2025	1590001.619
Amritsar	India	31.63	74.87	2025	1620001.86005
Asansol	India	23.68	86.98	2025	1780001.24824
Aurangabad	India	19.78	75.29	2025	1500001.79013
Bangalore	India	12.97	77.58	2025	8800001.34144
Bareilly	India	28.55	80.12	2025	1090001.25372
Bhiwandi	India	19.29	73.06	2025	1080001.20275
Bhopal	India	23.22	77.41	2025	2290001.70304
